"_time","metric_name:outlet.temp.b","Tag"
6/1/19 4:56,64.04296875,1LPS-TE108
6/1/19 9:41,62.84277344,1LPS-TE108
6/1/19 12:21,65.32421875,1LPS-TE108
6/1/19 14:29,69.00976563,1LPS-TE108
6/1/19 17:26,70.10351563,1LPS-TE108
6/2/19 0:46,66.203125,1LPS-TE108
6/2/19 8:38,61.14941406,1LPS-TE108
6/2/19 13:41,63.44433594,1LPS-TE108
6/2/19 15:01,66.66796875,1LPS-TE108
6/2/19 21:31,65.65039063,1LPS-TE108
6/3/19 5:30,60.65234375,1LPS-TE108
6/3/19 7:38,61.12792969,1LPS-TE108
6/3/19 8:48,62.12792969,1LPS-TE108
6/3/19 8:49,66.94335938,1LPS-TE108
6/3/19 8:50,78.359375,1LPS-TE108
6/3/19 8:50,89.6953125,1LPS-TE108
6/3/19 8:50,100.8476563,1LPS-TE108
6/3/19 8:50,147.265625,1LPS-TE108
6/3/19 8:50,170.703125,1LPS-TE108
6/3/19 8:50,181.75,1LPS-TE108
6/3/19 8:51,192.984375,1LPS-TE108
6/3/19 8:51,204.0859375,1LPS-TE108
6/3/19 8:51,215.1875,1LPS-TE108
6/3/19 8:52,223.9101563,1LPS-TE108
6/3/19 9:03,258.375,1LPS-TE108
6/3/19 9:11,280.0078125,1LPS-TE108
6/3/19 9:20,311.1875,1LPS-TE108
6/3/19 9:21,322.3359375,1LPS-TE108
6/3/19 9:23,367.0859375,1LPS-TE108
6/3/19 9:24,400.1796875,1LPS-TE108
6/3/19 9:25,422.3046875,1LPS-TE108
6/3/19 9:26,433.375,1LPS-TE108
6/3/19 9:28,450.1484375,1LPS-TE108
6/3/19 9:33,482.328125,1LPS-TE108
6/3/19 9:35,488.4921875,1LPS-TE108
6/3/19 9:39,496.4921875,1LPS-TE108
6/3/19 9:44,516.578125,1LPS-TE108
6/3/19 9:47,523.765625,1LPS-TE108
6/3/19 9:55,532.78125,1LPS-TE108
6/3/19 10:24,542.125,1LPS-TE108
6/3/19 10:57,547.25,1LPS-TE108
6/3/19 10:59,543.546875,1LPS-TE108
6/3/19 11:03,525.96875,1LPS-TE108
6/3/19 11:19,500.9609375,1LPS-TE108
6/3/19 11:42,475.328125,1LPS-TE108
6/3/19 11:48,471.65625,1LPS-TE108
6/3/19 11:49,464.953125,1LPS-TE108
6/3/19 11:52,478.234375,1LPS-TE108
6/3/19 11:54,481.28125,1LPS-TE108
6/3/19 11:59,507.546875,1LPS-TE108
6/3/19 12:02,516.96875,1LPS-TE108
6/3/19 12:10,527.453125,1LPS-TE108
6/3/19 12:15,537.296875,1LPS-TE108
6/3/19 12:34,546.890625,1LPS-TE108
6/3/19 13:20,552.53125,1LPS-TE108
6/3/19 13:27,560.1875,1LPS-TE108
6/3/19 13:30,559.546875,1LPS-TE108
6/3/19 13:34,547.921875,1LPS-TE108
6/3/19 13:40,540.953125,1LPS-TE108
6/3/19 13:46,533.140625,1LPS-TE108
6/3/19 13:47,534.484375,1LPS-TE108
6/3/19 13:49,551.375,1LPS-TE108
6/3/19 13:50,557.265625,1LPS-TE108
6/3/19 13:52,560.40625,1LPS-TE108
6/3/19 13:53,559.171875,1LPS-TE108
6/3/19 13:56,545.453125,1LPS-TE108
6/3/19 13:58,541,1LPS-TE108
6/3/19 14:20,534.203125,1LPS-TE108
6/3/19 14:27,535.375,1LPS-TE108
6/3/19 14:31,552.140625,1LPS-TE108
6/3/19 14:34,557.625,1LPS-TE108
6/3/19 14:41,563.5625,1LPS-TE108
6/3/19 14:44,565.203125,1LPS-TE108
6/3/19 14:51,569,1LPS-TE108
6/3/19 15:00,572.140625,1LPS-TE108
6/3/19 15:10,580.28125,1LPS-TE108
6/3/19 15:27,587.640625,1LPS-TE108
6/3/19 15:48,588.796875,1LPS-TE108
6/3/19 18:59,589.640625,1LPS-TE108
6/3/19 22:34,590.953125,1LPS-TE108
6/3/19 23:33,590.125,1LPS-TE108
6/3/19 23:44,589.171875,1LPS-TE108
6/3/19 23:48,584.21875,1LPS-TE108
6/3/19 23:52,576.890625,1LPS-TE108
6/3/19 23:56,575.921875,1LPS-TE108
6/4/19 0:00,575.140625,1LPS-TE108
6/4/19 0:24,589.296875,1LPS-TE108
6/4/19 0:50,592.234375,1LPS-TE108
6/4/19 1:03,590.8125,1LPS-TE108
6/4/19 1:24,583.46875,1LPS-TE108
6/4/19 2:19,581.4375,1LPS-TE108
6/4/19 2:43,580.421875,1LPS-TE108
6/4/19 2:57,578.8125,1LPS-TE108
6/4/19 4:16,581.171875,1LPS-TE108
6/4/19 5:01,581.984375,1LPS-TE108
6/4/19 5:10,587.875,1LPS-TE108
6/4/19 5:31,591.71875,1LPS-TE108
6/4/19 6:55,593.171875,1LPS-TE108
6/4/19 7:02,602.53125,1LPS-TE108
6/4/19 7:17,596.9375,1LPS-TE108
6/4/19 7:24,593.28125,1LPS-TE108
6/4/19 8:46,593.03125,1LPS-TE108
6/4/19 9:19,595.15625,1LPS-TE108
6/4/19 9:20,592.484375,1LPS-TE108
6/4/19 9:21,583.453125,1LPS-TE108
6/4/19 9:32,590.890625,1LPS-TE108
6/4/19 9:52,592.421875,1LPS-TE108
6/4/19 14:41,589.640625,1LPS-TE108
6/4/19 14:51,590.796875,1LPS-TE108
6/4/19 14:56,602.8125,1LPS-TE108
6/4/19 15:01,616.8125,1LPS-TE108
6/4/19 15:12,637.796875,1LPS-TE108
6/4/19 15:26,648.375,1LPS-TE108
6/4/19 16:14,661.890625,1LPS-TE108
6/4/19 17:09,665.8125,1LPS-TE108
6/4/19 20:56,666.4375,1LPS-TE108
6/4/19 20:59,659.453125,1LPS-TE108
6/4/19 21:09,620.96875,1LPS-TE108
6/4/19 21:14,600.234375,1LPS-TE108
6/4/19 21:19,596.1875,1LPS-TE108
6/4/19 22:19,593.96875,1LPS-TE108
6/4/19 23:02,593.34375,1LPS-TE108
6/4/19 23:13,587.65625,1LPS-TE108
6/4/19 23:32,583.65625,1LPS-TE108
6/4/19 23:52,581.421875,1LPS-TE108
6/4/19 23:57,572.390625,1LPS-TE108
6/5/19 0:00,571.375,1LPS-TE108
6/5/19 0:06,559.046875,1LPS-TE108
6/5/19 0:08,556.703125,1LPS-TE108
6/5/19 0:10,556.9375,1LPS-TE108
6/5/19 0:13,547.203125,1LPS-TE108
6/5/19 0:19,537.890625,1LPS-TE108
6/5/19 0:23,525.90625,1LPS-TE108
6/5/19 0:31,514.03125,1LPS-TE108
6/5/19 0:51,499.78125,1LPS-TE108
6/5/19 1:55,461.9296875,1LPS-TE108
6/5/19 3:53,403.9140625,1LPS-TE108
6/5/19 3:54,404.9921875,1LPS-TE108
6/5/19 3:58,399.859375,1LPS-TE108
6/5/19 4:06,395.28125,1LPS-TE108
6/5/19 4:10,395.8046875,1LPS-TE108
6/5/19 4:11,390.15625,1LPS-TE108
6/5/19 4:11,379.0078125,1LPS-TE108
6/5/19 4:11,367.859375,1LPS-TE108
6/5/19 4:12,356.4609375,1LPS-TE108
6/5/19 4:12,333.953125,1LPS-TE108
6/5/19 4:12,322.859375,1LPS-TE108
6/5/19 4:13,311.859375,1LPS-TE108
6/5/19 4:14,309.3515625,1LPS-TE108
6/5/19 4:19,308.921875,1LPS-TE108
6/5/19 4:20,311.0390625,1LPS-TE108
6/5/19 4:20,322.046875,1LPS-TE108
6/5/19 4:21,333.1875,1LPS-TE108
6/5/19 4:22,355.515625,1LPS-TE108
6/5/19 4:23,388.765625,1LPS-TE108
6/5/19 4:24,410.8203125,1LPS-TE108
6/5/19 4:25,433.125,1LPS-TE108
6/5/19 4:27,455.2578125,1LPS-TE108
6/5/19 4:29,472.8828125,1LPS-TE108
6/5/19 4:33,494.2890625,1LPS-TE108
6/5/19 4:39,526.015625,1LPS-TE108
6/5/19 4:41,532.734375,1LPS-TE108
6/5/19 4:45,533.3125,1LPS-TE108
6/5/19 4:49,521.046875,1LPS-TE108
6/5/19 4:51,521.78125,1LPS-TE108
6/5/19 4:55,528.46875,1LPS-TE108
6/5/19 4:57,525.0625,1LPS-TE108
6/5/19 5:00,516.640625,1LPS-TE108
6/5/19 5:03,513.234375,1LPS-TE108
6/5/19 5:04,514.375,1LPS-TE108
6/5/19 5:05,520.375,1LPS-TE108
6/5/19 5:07,536.78125,1LPS-TE108
6/5/19 5:09,544.609375,1LPS-TE108
6/5/19 5:11,544.828125,1LPS-TE108
6/5/19 5:15,535.265625,1LPS-TE108
6/5/19 5:24,531.390625,1LPS-TE108
6/5/19 5:27,526.78125,1LPS-TE108
6/5/19 5:28,527.328125,1LPS-TE108
6/5/19 5:31,542.28125,1LPS-TE108
6/5/19 5:33,544,1LPS-TE108
6/5/19 5:38,534.90625,1LPS-TE108
6/5/19 5:41,537.453125,1LPS-TE108
6/5/19 6:00,537.5,1LPS-TE108
6/5/19 6:02,541.65625,1LPS-TE108
6/5/19 6:04,549.78125,1LPS-TE108
6/5/19 6:06,550.734375,1LPS-TE108
6/5/19 6:10,544.90625,1LPS-TE108
6/5/19 6:14,548.8125,1LPS-TE108
6/5/19 6:16,548.21875,1LPS-TE108
6/5/19 6:20,538.96875,1LPS-TE108
6/5/19 6:34,537.71875,1LPS-TE108
6/5/19 7:09,532.484375,1LPS-TE108
6/5/19 7:15,525.046875,1LPS-TE108
6/5/19 7:24,521.125,1LPS-TE108
6/5/19 7:28,526.78125,1LPS-TE108
6/5/19 7:45,530.484375,1LPS-TE108
6/5/19 7:46,533.984375,1LPS-TE108
6/5/19 7:49,559.421875,1LPS-TE108
6/5/19 7:50,564.265625,1LPS-TE108
6/5/19 7:56,558.6875,1LPS-TE108
6/5/19 7:58,555.421875,1LPS-TE108
6/5/19 7:59,555.609375,1LPS-TE108
6/5/19 8:13,577.3125,1LPS-TE108
6/5/19 8:26,587.4375,1LPS-TE108
6/5/19 8:44,591.59375,1LPS-TE108
6/5/19 9:56,593.59375,1LPS-TE108
6/5/19 10:02,605.875,1LPS-TE108
6/5/19 10:07,611.4375,1LPS-TE108
6/5/19 10:17,633.328125,1LPS-TE108
6/5/19 10:26,644.921875,1LPS-TE108
6/5/19 10:38,650.6875,1LPS-TE108
6/5/19 11:12,654.421875,1LPS-TE108
6/5/19 12:55,654.953125,1LPS-TE108
6/5/19 16:16,656.234375,1LPS-TE108
6/5/19 18:35,656.96875,1LPS-TE108
6/5/19 19:18,667.015625,1LPS-TE108
6/5/19 20:18,667.734375,1LPS-TE108
6/5/19 21:10,664.9375,1LPS-TE108
6/5/19 22:34,663.8125,1LPS-TE108
6/5/19 23:04,661.953125,1LPS-TE108
6/5/19 23:06,654.3125,1LPS-TE108
6/5/19 23:12,627.140625,1LPS-TE108
6/5/19 23:17,608.8125,1LPS-TE108
6/5/19 23:20,595.65625,1LPS-TE108
6/5/19 23:23,583.234375,1LPS-TE108
6/5/19 23:26,570.59375,1LPS-TE108
6/5/19 23:28,570.046875,1LPS-TE108
6/5/19 23:36,575.015625,1LPS-TE108
6/5/19 23:47,573.8125,1LPS-TE108
6/6/19 0:29,571.5,1LPS-TE108
6/6/19 0:38,570.28125,1LPS-TE108
6/6/19 0:43,569.25,1LPS-TE108
6/6/19 1:00,573.03125,1LPS-TE108
